,param,candle,stoch,pivot,decision
432,param3,bullish,ob,> r3,no_trade
433,param3,bullish,ob,r3-r2,no_trade
434,param3,bullish,ob,r2-pdh,no_trade
435,param3,bullish,ob,r2-r1,sell
436,param3,bullish,ob,pdh-r1,no_trade
437,param3,bullish,ob,r1-pdh,no_trade
438,param3,bullish,ob,r1-tc,no_trade
439,param3,bullish,ob,pdh-tc,no_trade
440,param3,bullish,ob,tc-pp,no_trade
441,param3,bullish,ob,pp-bc,no_trade
442,param3,bullish,ob,bc-pdl,no_trade
443,param3,bullish,ob,bc-s1,no_trade
444,param3,bullish,ob,pdl-s1,no_trade
445,param3,bullish,ob,s1-pdl,no_trade
446,param3,bullish,ob,pdl-s2,no_trade
447,param3,bullish,ob,s1-s2,no_trade
448,param3,bullish,ob,s2-s3,no_trade
449,param3,bullish,ob,< s3,no_trade
450,param3,bullish,os,> r3,no_trade
451,param3,bullish,os,r3-r2,no_trade
452,param3,bullish,os,r2-pdh,no_trade
453,param3,bullish,os,r2-r1,no_trade
454,param3,bullish,os,pdh-r1,no_trade
455,param3,bullish,os,r1-pdh,no_trade
456,param3,bullish,os,r1-tc,no_trade
457,param3,bullish,os,pdh-tc,no_trade
458,param3,bullish,os,tc-pp,no_trade
459,param3,bullish,os,pp-bc,no_trade
460,param3,bullish,os,bc-pdl,no_trade
461,param3,bullish,os,bc-s1,no_trade
462,param3,bullish,os,pdl-s1,no_trade
463,param3,bullish,os,s1-pdl,no_trade
464,param3,bullish,os,pdl-s2,no_trade
465,param3,bullish,os,s1-s2,no_trade
466,param3,bullish,os,s2-s3,no_trade
467,param3,bullish,os,< s3,no_trade
468,param3,bullish,nu,> r3,no_trade
469,param3,bullish,nu,r3-r2,buy
470,param3,bullish,nu,r2-pdh,no_trade
471,param3,bullish,nu,r2-r1,sell
472,param3,bullish,nu,pdh-r1,buy
473,param3,bullish,nu,r1-pdh,no_trade
474,param3,bullish,nu,r1-tc,sell
475,param3,bullish,nu,pdh-tc,buy
476,param3,bullish,nu,tc-pp,buy
477,param3,bullish,nu,pp-bc,sell
478,param3,bullish,nu,bc-pdl,sell
479,param3,bullish,nu,bc-s1,sell
480,param3,bullish,nu,pdl-s1,no_trade
481,param3,bullish,nu,s1-pdl,no_trade
482,param3,bullish,nu,pdl-s2,no_trade
483,param3,bullish,nu,s1-s2,no_trade
484,param3,bullish,nu,s2-s3,no_trade
485,param3,bullish,nu,< s3,no_trade
486,param3,bearish,ob,> r3,no_trade
487,param3,bearish,ob,r3-r2,no_trade
488,param3,bearish,ob,r2-pdh,no_trade
489,param3,bearish,ob,r2-r1,no_trade
490,param3,bearish,ob,pdh-r1,no_trade
491,param3,bearish,ob,r1-pdh,no_trade
492,param3,bearish,ob,r1-tc,no_trade
493,param3,bearish,ob,pdh-tc,buy
494,param3,bearish,ob,tc-pp,no_trade
495,param3,bearish,ob,pp-bc,no_trade
496,param3,bearish,ob,bc-pdl,no_trade
497,param3,bearish,ob,bc-s1,no_trade
498,param3,bearish,ob,pdl-s1,no_trade
499,param3,bearish,ob,s1-pdl,no_trade
500,param3,bearish,ob,pdl-s2,sell
501,param3,bearish,ob,s1-s2,no_trade
502,param3,bearish,ob,s2-s3,no_trade
503,param3,bearish,ob,< s3,no_trade
504,param3,bearish,os,> r3,no_trade
505,param3,bearish,os,r3-r2,no_trade
506,param3,bearish,os,r2-pdh,no_trade
507,param3,bearish,os,r2-r1,no_trade
508,param3,bearish,os,pdh-r1,no_trade
509,param3,bearish,os,r1-pdh,no_trade
510,param3,bearish,os,r1-tc,no_trade
511,param3,bearish,os,pdh-tc,no_trade
512,param3,bearish,os,tc-pp,no_trade
513,param3,bearish,os,pp-bc,no_trade
514,param3,bearish,os,bc-pdl,no_trade
515,param3,bearish,os,bc-s1,no_trade
516,param3,bearish,os,pdl-s1,no_trade
517,param3,bearish,os,s1-pdl,no_trade
518,param3,bearish,os,pdl-s2,no_trade
519,param3,bearish,os,s1-s2,no_trade
520,param3,bearish,os,s2-s3,no_trade
521,param3,bearish,os,< s3,no_trade
522,param3,bearish,nu,> r3,no_trade
523,param3,bearish,nu,r3-r2,no_trade
524,param3,bearish,nu,r2-pdh,no_trade
525,param3,bearish,nu,r2-r1,sell
526,param3,bearish,nu,pdh-r1,no_trade
527,param3,bearish,nu,r1-pdh,sell
528,param3,bearish,nu,r1-tc,buy
529,param3,bearish,nu,pdh-tc,buy
530,param3,bearish,nu,tc-pp,no_trade
531,param3,bearish,nu,pp-bc,sell
532,param3,bearish,nu,bc-pdl,sell
533,param3,bearish,nu,bc-s1,sell
534,param3,bearish,nu,pdl-s1,no_trade
535,param3,bearish,nu,s1-pdl,no_trade
536,param3,bearish,nu,pdl-s2,no_trade
537,param3,bearish,nu,s1-s2,no_trade
538,param3,bearish,nu,s2-s3,no_trade
539,param3,bearish,nu,< s3,no_trade
540,param3 alt,bullish,ob,> r3,no_trade
541,param3 alt,bullish,ob,r3-r2,no_trade
542,param3 alt,bullish,ob,r2-pdh,no_trade
543,param3 alt,bullish,ob,r2-r1,no_trade
544,param3 alt,bullish,ob,pdh-r1,no_trade
545,param3 alt,bullish,ob,r1-pdh,no_trade
546,param3 alt,bullish,ob,r1-tc,no_trade
547,param3 alt,bullish,ob,pdh-tc,no_trade
548,param3 alt,bullish,ob,tc-pp,no_trade
549,param3 alt,bullish,ob,pp-bc,no_trade
550,param3 alt,bullish,ob,bc-pdl,no_trade
551,param3 alt,bullish,ob,bc-s1,no_trade
552,param3 alt,bullish,ob,pdl-s1,no_trade
553,param3 alt,bullish,ob,s1-pdl,no_trade
554,param3 alt,bullish,ob,pdl-s2,no_trade
555,param3 alt,bullish,ob,s1-s2,no_trade
556,param3 alt,bullish,ob,s2-s3,no_trade
557,param3 alt,bullish,ob,< s3,no_trade
558,param3 alt,bullish,os,> r3,no_trade
559,param3 alt,bullish,os,r3-r2,no_trade
560,param3 alt,bullish,os,r2-pdh,no_trade
561,param3 alt,bullish,os,r2-r1,no_trade
562,param3 alt,bullish,os,pdh-r1,no_trade
563,param3 alt,bullish,os,r1-pdh,no_trade
564,param3 alt,bullish,os,r1-tc,no_trade
565,param3 alt,bullish,os,pdh-tc,no_trade
566,param3 alt,bullish,os,tc-pp,no_trade
567,param3 alt,bullish,os,pp-bc,no_trade
568,param3 alt,bullish,os,bc-pdl,no_trade
569,param3 alt,bullish,os,bc-s1,no_trade
570,param3 alt,bullish,os,pdl-s1,no_trade
571,param3 alt,bullish,os,s1-pdl,no_trade
572,param3 alt,bullish,os,pdl-s2,no_trade
573,param3 alt,bullish,os,s1-s2,no_trade
574,param3 alt,bullish,os,s2-s3,no_trade
575,param3 alt,bullish,os,< s3,no_trade
576,param3 alt,bullish,nu,> r3,no_trade
577,param3 alt,bullish,nu,r3-r2,no_trade
578,param3 alt,bullish,nu,r2-pdh,no_trade
579,param3 alt,bullish,nu,r2-r1,no_trade
580,param3 alt,bullish,nu,pdh-r1,no_trade
581,param3 alt,bullish,nu,r1-pdh,no_trade
582,param3 alt,bullish,nu,r1-tc,no_trade
583,param3 alt,bullish,nu,pdh-tc,no_trade
584,param3 alt,bullish,nu,tc-pp,no_trade
585,param3 alt,bullish,nu,pp-bc,no_trade
586,param3 alt,bullish,nu,bc-pdl,no_trade
587,param3 alt,bullish,nu,bc-s1,no_trade
588,param3 alt,bullish,nu,pdl-s1,no_trade
589,param3 alt,bullish,nu,s1-pdl,no_trade
590,param3 alt,bullish,nu,pdl-s2,no_trade
591,param3 alt,bullish,nu,s1-s2,no_trade
592,param3 alt,bullish,nu,s2-s3,no_trade
593,param3 alt,bullish,nu,< s3,no_trade
594,param3 alt,bearish,ob,> r3,no_trade
595,param3 alt,bearish,ob,r3-r2,no_trade
596,param3 alt,bearish,ob,r2-pdh,no_trade
597,param3 alt,bearish,ob,r2-r1,no_trade
598,param3 alt,bearish,ob,pdh-r1,no_trade
599,param3 alt,bearish,ob,r1-pdh,no_trade
600,param3 alt,bearish,ob,r1-tc,no_trade
601,param3 alt,bearish,ob,pdh-tc,no_trade
602,param3 alt,bearish,ob,tc-pp,no_trade
603,param3 alt,bearish,ob,pp-bc,no_trade
604,param3 alt,bearish,ob,bc-pdl,no_trade
605,param3 alt,bearish,ob,bc-s1,no_trade
606,param3 alt,bearish,ob,pdl-s1,no_trade
607,param3 alt,bearish,ob,s1-pdl,no_trade
608,param3 alt,bearish,ob,pdl-s2,no_trade
609,param3 alt,bearish,ob,s1-s2,no_trade
610,param3 alt,bearish,ob,s2-s3,no_trade
611,param3 alt,bearish,ob,< s3,no_trade
612,param3 alt,bearish,os,> r3,no_trade
613,param3 alt,bearish,os,r3-r2,no_trade
614,param3 alt,bearish,os,r2-pdh,no_trade
615,param3 alt,bearish,os,r2-r1,no_trade
616,param3 alt,bearish,os,pdh-r1,no_trade
617,param3 alt,bearish,os,r1-pdh,no_trade
618,param3 alt,bearish,os,r1-tc,no_trade
619,param3 alt,bearish,os,pdh-tc,no_trade
620,param3 alt,bearish,os,tc-pp,no_trade
621,param3 alt,bearish,os,pp-bc,no_trade
622,param3 alt,bearish,os,bc-pdl,no_trade
623,param3 alt,bearish,os,bc-s1,no_trade
624,param3 alt,bearish,os,pdl-s1,no_trade
625,param3 alt,bearish,os,s1-pdl,no_trade
626,param3 alt,bearish,os,pdl-s2,no_trade
627,param3 alt,bearish,os,s1-s2,no_trade
628,param3 alt,bearish,os,s2-s3,no_trade
629,param3 alt,bearish,os,< s3,no_trade
630,param3 alt,bearish,nu,> r3,no_trade
631,param3 alt,bearish,nu,r3-r2,no_trade
632,param3 alt,bearish,nu,r2-pdh,no_trade
633,param3 alt,bearish,nu,r2-r1,no_trade
634,param3 alt,bearish,nu,pdh-r1,no_trade
635,param3 alt,bearish,nu,r1-pdh,no_trade
636,param3 alt,bearish,nu,r1-tc,no_trade
637,param3 alt,bearish,nu,pdh-tc,no_trade
638,param3 alt,bearish,nu,tc-pp,no_trade
639,param3 alt,bearish,nu,pp-bc,no_trade
640,param3 alt,bearish,nu,bc-pdl,no_trade
641,param3 alt,bearish,nu,bc-s1,no_trade
642,param3 alt,bearish,nu,pdl-s1,no_trade
643,param3 alt,bearish,nu,s1-pdl,no_trade
644,param3 alt,bearish,nu,pdl-s2,no_trade
645,param3 alt,bearish,nu,s1-s2,sell
646,param3 alt,bearish,nu,s2-s3,no_trade
647,param3 alt,bearish,nu,< s3,no_trade
648,param4,bullish,ob,> r3,no_trade
649,param4,bullish,ob,r3-r2,no_trade
650,param4,bullish,ob,r2-pdh,no_trade
651,param4,bullish,ob,r2-r1,no_trade
652,param4,bullish,ob,pdh-r1,no_trade
653,param4,bullish,ob,r1-pdh,no_trade
654,param4,bullish,ob,r1-tc,no_trade
655,param4,bullish,ob,pdh-tc,no_trade
656,param4,bullish,ob,tc-pp,no_trade
657,param4,bullish,ob,pp-bc,no_trade
658,param4,bullish,ob,bc-pdl,no_trade
659,param4,bullish,ob,bc-s1,no_trade
660,param4,bullish,ob,pdl-s1,no_trade
661,param4,bullish,ob,s1-pdl,no_trade
662,param4,bullish,ob,pdl-s2,no_trade
663,param4,bullish,ob,s1-s2,no_trade
664,param4,bullish,ob,s2-s3,no_trade
665,param4,bullish,ob,< s3,no_trade
666,param4,bullish,os,> r3,no_trade
667,param4,bullish,os,r3-r2,no_trade
668,param4,bullish,os,r2-pdh,no_trade
669,param4,bullish,os,r2-r1,no_trade
670,param4,bullish,os,pdh-r1,sell
671,param4,bullish,os,r1-pdh,no_trade
672,param4,bullish,os,r1-tc,buy
673,param4,bullish,os,pdh-tc,no_trade
674,param4,bullish,os,tc-pp,no_trade
675,param4,bullish,os,pp-bc,no_trade
676,param4,bullish,os,bc-pdl,sell
677,param4,bullish,os,bc-s1,no_trade
678,param4,bullish,os,pdl-s1,buy
679,param4,bullish,os,s1-pdl,no_trade
680,param4,bullish,os,pdl-s2,buy
681,param4,bullish,os,s1-s2,sell
682,param4,bullish,os,s2-s3,no_trade
683,param4,bullish,os,< s3,no_trade
684,param4,bullish,nu,> r3,no_trade
685,param4,bullish,nu,r3-r2,no_trade
686,param4,bullish,nu,r2-pdh,sell
687,param4,bullish,nu,r2-r1,sell
688,param4,bullish,nu,pdh-r1,buy
689,param4,bullish,nu,r1-pdh,no_trade
690,param4,bullish,nu,r1-tc,buy
691,param4,bullish,nu,pdh-tc,buy
692,param4,bullish,nu,tc-pp,sell
693,param4,bullish,nu,pp-bc,no_trade
694,param4,bullish,nu,bc-pdl,sell
695,param4,bullish,nu,bc-s1,sell
696,param4,bullish,nu,pdl-s1,buy
697,param4,bullish,nu,s1-pdl,no_trade
698,param4,bullish,nu,pdl-s2,no_trade
699,param4,bullish,nu,s1-s2,sell
700,param4,bullish,nu,s2-s3,no_trade
701,param4,bullish,nu,< s3,no_trade
702,param4,bearish,ob,> r3,no_trade
703,param4,bearish,ob,r3-r2,no_trade
704,param4,bearish,ob,r2-pdh,no_trade
705,param4,bearish,ob,r2-r1,no_trade
706,param4,bearish,ob,pdh-r1,no_trade
707,param4,bearish,ob,r1-pdh,no_trade
708,param4,bearish,ob,r1-tc,no_trade
709,param4,bearish,ob,pdh-tc,no_trade
710,param4,bearish,ob,tc-pp,no_trade
711,param4,bearish,ob,pp-bc,no_trade
712,param4,bearish,ob,bc-pdl,no_trade
713,param4,bearish,ob,bc-s1,no_trade
714,param4,bearish,ob,pdl-s1,no_trade
715,param4,bearish,ob,s1-pdl,no_trade
716,param4,bearish,ob,pdl-s2,no_trade
717,param4,bearish,ob,s1-s2,no_trade
718,param4,bearish,ob,s2-s3,no_trade
719,param4,bearish,ob,< s3,no_trade
720,param4,bearish,os,> r3,no_trade
721,param4,bearish,os,r3-r2,no_trade
722,param4,bearish,os,r2-pdh,no_trade
723,param4,bearish,os,r2-r1,no_trade
724,param4,bearish,os,pdh-r1,no_trade
725,param4,bearish,os,r1-pdh,no_trade
726,param4,bearish,os,r1-tc,no_trade
727,param4,bearish,os,pdh-tc,no_trade
728,param4,bearish,os,tc-pp,no_trade
729,param4,bearish,os,pp-bc,no_trade
730,param4,bearish,os,bc-pdl,buy
731,param4,bearish,os,bc-s1,buy
732,param4,bearish,os,pdl-s1,sell
733,param4,bearish,os,s1-pdl,no_trade
734,param4,bearish,os,pdl-s2,no_trade
735,param4,bearish,os,s1-s2,sell
736,param4,bearish,os,s2-s3,buy
737,param4,bearish,os,< s3,buy
738,param4,bearish,nu,> r3,no_trade
739,param4,bearish,nu,r3-r2,no_trade
740,param4,bearish,nu,r2-pdh,no_trade
741,param4,bearish,nu,r2-r1,no_trade
742,param4,bearish,nu,pdh-r1,no_trade
743,param4,bearish,nu,r1-pdh,no_trade
744,param4,bearish,nu,r1-tc,sell
745,param4,bearish,nu,pdh-tc,buy
746,param4,bearish,nu,tc-pp,no_trade
747,param4,bearish,nu,pp-bc,sell
748,param4,bearish,nu,bc-pdl,buy
749,param4,bearish,nu,bc-s1,buy
750,param4,bearish,nu,pdl-s1,buy
751,param4,bearish,nu,s1-pdl,no_trade
752,param4,bearish,nu,pdl-s2,sell
753,param4,bearish,nu,s1-s2,sell
754,param4,bearish,nu,s2-s3,sell
755,param4,bearish,nu,< s3,sell
756,param4 alt,bullish,ob,> r3,no_trade
757,param4 alt,bullish,ob,r3-r2,no_trade
758,param4 alt,bullish,ob,r2-pdh,no_trade
759,param4 alt,bullish,ob,r2-r1,no_trade
760,param4 alt,bullish,ob,pdh-r1,no_trade
761,param4 alt,bullish,ob,r1-pdh,no_trade
762,param4 alt,bullish,ob,r1-tc,no_trade
763,param4 alt,bullish,ob,pdh-tc,no_trade
764,param4 alt,bullish,ob,tc-pp,no_trade
765,param4 alt,bullish,ob,pp-bc,no_trade
766,param4 alt,bullish,ob,bc-pdl,no_trade
767,param4 alt,bullish,ob,bc-s1,no_trade
768,param4 alt,bullish,ob,pdl-s1,no_trade
769,param4 alt,bullish,ob,s1-pdl,no_trade
770,param4 alt,bullish,ob,pdl-s2,no_trade
771,param4 alt,bullish,ob,s1-s2,no_trade
772,param4 alt,bullish,ob,s2-s3,no_trade
773,param4 alt,bullish,ob,< s3,no_trade
774,param4 alt,bullish,os,> r3,no_trade
775,param4 alt,bullish,os,r3-r2,no_trade
776,param4 alt,bullish,os,r2-pdh,no_trade
777,param4 alt,bullish,os,r2-r1,no_trade
778,param4 alt,bullish,os,pdh-r1,no_trade
779,param4 alt,bullish,os,r1-pdh,no_trade
780,param4 alt,bullish,os,r1-tc,no_trade
781,param4 alt,bullish,os,pdh-tc,no_trade
782,param4 alt,bullish,os,tc-pp,no_trade
783,param4 alt,bullish,os,pp-bc,no_trade
784,param4 alt,bullish,os,bc-pdl,no_trade
785,param4 alt,bullish,os,bc-s1,sell
786,param4 alt,bullish,os,pdl-s1,no_trade
787,param4 alt,bullish,os,s1-pdl,no_trade
788,param4 alt,bullish,os,pdl-s2,no_trade
789,param4 alt,bullish,os,s1-s2,no_trade
790,param4 alt,bullish,os,s2-s3,no_trade
791,param4 alt,bullish,os,< s3,no_trade
792,param4 alt,bullish,nu,> r3,no_trade
793,param4 alt,bullish,nu,r3-r2,no_trade
794,param4 alt,bullish,nu,r2-pdh,no_trade
795,param4 alt,bullish,nu,r2-r1,no_trade
796,param4 alt,bullish,nu,pdh-r1,no_trade
797,param4 alt,bullish,nu,r1-pdh,no_trade
798,param4 alt,bullish,nu,r1-tc,sell
799,param4 alt,bullish,nu,pdh-tc,no_trade
800,param4 alt,bullish,nu,tc-pp,buy
801,param4 alt,bullish,nu,pp-bc,sell
802,param4 alt,bullish,nu,bc-pdl,no_trade
803,param4 alt,bullish,nu,bc-s1,no_trade
804,param4 alt,bullish,nu,pdl-s1,no_trade
805,param4 alt,bullish,nu,s1-pdl,no_trade
806,param4 alt,bullish,nu,pdl-s2,no_trade
807,param4 alt,bullish,nu,s1-s2,no_trade
808,param4 alt,bullish,nu,s2-s3,no_trade
809,param4 alt,bullish,nu,< s3,no_trade
810,param4 alt,bearish,ob,> r3,no_trade
811,param4 alt,bearish,ob,r3-r2,no_trade
812,param4 alt,bearish,ob,r2-pdh,no_trade
813,param4 alt,bearish,ob,r2-r1,no_trade
814,param4 alt,bearish,ob,pdh-r1,no_trade
815,param4 alt,bearish,ob,r1-pdh,no_trade
816,param4 alt,bearish,ob,r1-tc,no_trade
817,param4 alt,bearish,ob,pdh-tc,no_trade
818,param4 alt,bearish,ob,tc-pp,no_trade
819,param4 alt,bearish,ob,pp-bc,no_trade
820,param4 alt,bearish,ob,bc-pdl,no_trade
821,param4 alt,bearish,ob,bc-s1,no_trade
822,param4 alt,bearish,ob,pdl-s1,no_trade
823,param4 alt,bearish,ob,s1-pdl,no_trade
824,param4 alt,bearish,ob,pdl-s2,no_trade
825,param4 alt,bearish,ob,s1-s2,no_trade
826,param4 alt,bearish,ob,s2-s3,no_trade
827,param4 alt,bearish,ob,< s3,no_trade
828,param4 alt,bearish,os,> r3,no_trade
829,param4 alt,bearish,os,r3-r2,no_trade
830,param4 alt,bearish,os,r2-pdh,no_trade
831,param4 alt,bearish,os,r2-r1,no_trade
832,param4 alt,bearish,os,pdh-r1,no_trade
833,param4 alt,bearish,os,r1-pdh,no_trade
834,param4 alt,bearish,os,r1-tc,no_trade
835,param4 alt,bearish,os,pdh-tc,no_trade
836,param4 alt,bearish,os,tc-pp,no_trade
837,param4 alt,bearish,os,pp-bc,no_trade
838,param4 alt,bearish,os,bc-pdl,no_trade
839,param4 alt,bearish,os,bc-s1,no_trade
840,param4 alt,bearish,os,pdl-s1,no_trade
841,param4 alt,bearish,os,s1-pdl,no_trade
842,param4 alt,bearish,os,pdl-s2,no_trade
843,param4 alt,bearish,os,s1-s2,no_trade
844,param4 alt,bearish,os,s2-s3,buy
845,param4 alt,bearish,os,< s3,no_trade
846,param4 alt,bearish,nu,> r3,no_trade
847,param4 alt,bearish,nu,r3-r2,no_trade
848,param4 alt,bearish,nu,r2-pdh,no_trade
849,param4 alt,bearish,nu,r2-r1,no_trade
850,param4 alt,bearish,nu,pdh-r1,no_trade
851,param4 alt,bearish,nu,r1-pdh,no_trade
852,param4 alt,bearish,nu,r1-tc,no_trade
853,param4 alt,bearish,nu,pdh-tc,no_trade
854,param4 alt,bearish,nu,tc-pp,no_trade
855,param4 alt,bearish,nu,pp-bc,no_trade
856,param4 alt,bearish,nu,bc-pdl,no_trade
857,param4 alt,bearish,nu,bc-s1,no_trade
858,param4 alt,bearish,nu,pdl-s1,sell
859,param4 alt,bearish,nu,s1-pdl,no_trade
860,param4 alt,bearish,nu,pdl-s2,sell
861,param4 alt,bearish,nu,s1-s2,no_trade
862,param4 alt,bearish,nu,s2-s3,sell
863,param4 alt,bearish,nu,< s3,sell
